1	0.0	-1.1540281278096791	0.0	0.5267489711934157	1.0	33.72727272727273	19.0	167.0	4.0	1.4166666666666667
2	0.0	-1.4751340207367856	-5.7791991139409555	0.34232365145228216	1.0	38.05882352941177	15.0	242.0	6.0	1.7241379310344827
3	0.0	-2.277267285009756	0.0	0.11428571428571428	1.0	0.0	7.0	27.0	4.0	1.2857142857142858
4	0.0	-1.2905872771627072	0.0	0.44025157232704404	1.0	32.714285714285715	11.0	147.0	4.0	1.4857142857142858
5	0.0	-1.1160040313799788	0.0	0.5675675675675675	1.0	29.0	9.0	36.0	5.0	1.5714285714285714
6	0.0	-2.1972245773362196	0.0	0.16666666666666666	1.0	31.5	11.0	56.0	4.0	1.3529411764705883
7	0.0	-1.7206635475443248	-4.841558964052322	0.2751677852348993	1.0	27.142857142857142	12.0	264.0	10.0	1.547945205479452
8	0.0	-1.8809906029559977	0.0	0.21481481481481482	1.0	41.0	11.0	116.0	4.0	1.3636363636363635
9	0.0	-2.0794415416798357	0.0	0.14285714285714285	1.0	0.0	7.0	27.0	4.0	1.3333333333333333
10	0.0	-1.3105825393841943	0.0	0.4126984126984127	1.0	44.5	14.0	125.0	4.0	1.2926829268292683
11	0.0	-1.6094379124341003	0.0	0.25	1.0	0.0	4.0	22.0	5.0	2.0
12	0.0	-1.583292632329778	0.0	0.2796610169491525	1.0	75.5	8.0	75.0	5.0	1.5
13	0.0	-1.6158688027643908	0.0	0.2682926829268293	1.0	78.0	10.0	87.0	5.0	1.5
14	0.0	-1.4929040961781488	0.0	0.36923076923076925	1.0	22.25	11.0	77.0	4.0	1.5263157894736843
15	0.0	-1.7147984280919266	0.0	0.28205128205128205	1.0	25.0	9.0	42.0	4.0	1.4
16	0.0	-1.6529230243738393	-4.255612709818223	0.3055555555555556	1.0	23.5	11.0	175.0	5.0	1.75
17	0.0	-0.5886155087125198	-5.997280932429422	1.3996023856858848	1.0	35.5	33.0	372.0	6.0	1.3983050847457628
18	0.0	-1.6796421711073488	0.0	0.22916666666666666	1.0	0.0	10.0	54.0	5.0	1.4
19	0.0	-1.729239112246721	0.0	0.21568627450980393	1.0	0.0	10.0	54.0	5.0	1.4
20	0.0	-1.5141277326297755	0.0	0.28205128205128205	1.0	0.0	10.0	54.0	5.0	1.4
21	0.0	-1.5141277326297755	0.0	0.28205128205128205	1.0	0.0	10.0	54.0	5.0	1.4
22	0.0	-1.5723966407537513	0.0	0.2619047619047619	1.0	0.0	10.0	54.0	5.0	1.4
